#rho0,E/A
1.571293983378571901e-01,-1.578965751923640504e+01
1.554854911336422396e-01,-1.571605250318756575e+01
1.564165270999640089e-01,-1.577672927200488928e+01
1.566982946544637489e-01,-1.572013363123253527e+01
1.550605590445285620e-01,-1.570899270905059630e+01
1.553249027003334448e-01,-1.571154795932270787e+01
1.572369377393322276e-01,-1.576017726484606740e+01
1.568884366205102743e-01,-1.576771017439750722e+01
1.567595823091599005e-01,-1.576383569742070634e+01
1.552857133973843673e-01,-1.571715271786638723e+01
1.552235784089940618e-01,-1.574377254553442818e+01
1.554845310249740042e-01,-1.580875010682734860e+01
1.583316777059905756e-01,-1.576574281980942871e+01
1.554764189952360653e-01,-1.574449931154114779e+01
1.566483171052819034e-01,-1.575387742920093004e+01
1.561219943280297839e-01,-1.579822985130394741e+01
1.560113940691626733e-01,-1.578138910517460936e+01
1.578962364626576576e-01,-1.576176051594171312e+01
1.554125392422179008e-01,-1.574200303672303392e+01
1.553601116685914552e-01,-1.571369953641638517e+01
1.563913128831815880e-01,-1.575853644874024617e+01
1.557725561418283611e-01,-1.570190089722469295e+01
1.556433550102944985e-01,-1.575268378172551920e+01
1.551734214106492149e-01,-1.577124542502971849e+01
1.559105083633450795e-01,-1.576083229410052766e+01
1.569343435591351033e-01,-1.577836420777376780e+01
1.592258705137198083e-01,-1.577317216521490018e+01
1.556379980842979294e-01,-1.578452582090008072e+01
1.554278526762161161e-01,-1.572634730581158991e+01
1.562283309237352813e-01,-1.570273846933562112e+01
1.563624765102167857e-01,-1.576005794410534300e+01
1.552343476999797911e-01,-1.576009480592702161e+01
1.562076753909935056e-01,-1.577417269909287967e+01
1.556498963049267326e-01,-1.571720389782159266e+01
1.571386075158467677e-01,-1.577296369803397980e+01
1.560088806372994519e-01,-1.581571931056421931e+01
1.552127706805469520e-01,-1.574123674493615610e+01
1.557033993480128053e-01,-1.578504121379736169e+01
1.582754781215381379e-01,-1.573882987648187815e+01
1.560655594633551801e-01,-1.574170382182965611e+01
1.577528718678283259e-01,-1.570799789588953743e+01
1.556880436666759626e-01,-1.571224969219615986e+01
1.550486411945518617e-01,-1.573953903268937005e+01
1.576918546840360147e-01,-1.574498595191868588e+01
1.565775995443102198e-01,-1.573628484918050852e+01
1.561057273789886735e-01,-1.573000097084152138e+01
1.555614777298576779e-01,-1.570983219062557268e+01
1.565952101826443010e-01,-1.572052907615245765e+01
1.565391726858518517e-01,-1.576538541502015001e+01
1.563555282277089564e-01,-1.573173854433282770e+01
1.575995115126697377e-01,-1.576152541381468808e+01
1.550055961007147931e-01,-1.573539157275593681e+01
1.583360975175768515e-01,-1.580660550995768432e+01
1.550621171948312893e-01,-1.570640799030671886e+01
1.557548545252945560e-01,-1.572217382859312984e+01
1.577947165911596783e-01,-1.575917822524126244e+01
1.552293970474612206e-01,-1.573737904508057284e+01
1.568016866611324778e-01,-1.575731221595279763e+01
1.563848573107593787e-01,-1.573594459590958472e+01
1.571227651434106698e-01,-1.577983076099183890e+01
1.558367803478127589e-01,-1.577651524571767183e+01
1.550709627337077956e-01,-1.572571546837761858e+01
1.558000129071385742e-01,-1.575149160976929963e+01
1.564953862070823931e-01,-1.573865292632698853e+01
1.567439804662195124e-01,-1.572471050110037716e+01
1.574395231070399304e-01,-1.574238359150090893e+01
1.554415948415629745e-01,-1.575589009956451214e+01
1.560659350814582458e-01,-1.576074693233008084e+01
1.574155638774765165e-01,-1.577740864006302779e+01
1.557609563688243104e-01,-1.571843187078794557e+01
1.563378556022506638e-01,-1.574199423082440319e+01
1.559162290222892155e-01,-1.571967909563915988e+01
1.571076569749078056e-01,-1.578187075656133764e+01
1.563643385485088966e-01,-1.574016119792074520e+01
1.557655698841619585e-01,-1.573121985964329639e+01
1.560904371949499436e-01,-1.574600565285670761e+01
1.562056477771998630e-01,-1.575489635686600209e+01
1.569309368639008051e-01,-1.574714677018681286e+01
1.568101385957784144e-01,-1.574748136580707047e+01
1.565138843250901968e-01,-1.576739541800719913e+01
1.578790759108294472e-01,-1.575197373859320216e+01
1.559917814812456227e-01,-1.570363481524180571e+01
1.554275919149584739e-01,-1.575692581035457884e+01
1.556709135635224173e-01,-1.576209614102044121e+01
1.571939007970762914e-01,-1.573197661362696387e+01
1.561076774616773077e-01,-1.575272626706002654e+01
1.564444016174386387e-01,-1.574676884043278413e+01
1.565433715126976766e-01,-1.577497632683304829e+01
1.553068400747308342e-01,-1.571676152195976250e+01
1.585054748932621937e-01,-1.580263789513015027e+01
1.561000451211868867e-01,-1.576172180523987798e+01
1.553419758594105082e-01,-1.569434904953185850e+01
1.573253585219289985e-01,-1.576437548995502169e+01
1.556338368256632299e-01,-1.569532703600750168e+01
1.553713572272227006e-01,-1.577358147635373875e+01
1.554349010145035515e-01,-1.574515744307100107e+01
1.557307229458774200e-01,-1.576388943133420817e+01
1.564136543706921290e-01,-1.576300588644323142e+01
1.559229590082516770e-01,-1.571034929083457854e+01
1.571470107743015432e-01,-1.575860134512869237e+01
1.556369324806690657e-01,-1.575609760261643366e+01
1.569070432529235948e-01,-1.574021773449463169e+01
1.554384647901598526e-01,-1.569328492121895913e+01
1.560295877131107622e-01,-1.576133572063247712e+01
1.563344091325103435e-01,-1.574479794483713491e+01
1.589451178504545648e-01,-1.574981982034413619e+01
1.561328486508271329e-01,-1.576011563647606017e+01
1.562098190951570209e-01,-1.579848864735643055e+01
1.570065123585825950e-01,-1.575411049387542306e+01
1.555345081247330730e-01,-1.576665942729082204e+01
1.571402552011743337e-01,-1.577416344949373617e+01
1.568923986870026654e-01,-1.575690830431197043e+01
1.557606951419165109e-01,-1.572636466632405039e+01
1.559773452228176149e-01,-1.575419131866763323e+01
1.555750597431164173e-01,-1.575595945586518809e+01
1.555366218259879585e-01,-1.572943590971608785e+01
1.568429417597745901e-01,-1.573289483066405836e+01
1.561020173718822845e-01,-1.579289524168495973e+01
1.554345509634504074e-01,-1.573304569724995794e+01
1.554889068150428211e-01,-1.574890397094432970e+01
1.573079483414790147e-01,-1.579284394039717121e+01
1.577934371102527322e-01,-1.576975509780013773e+01
1.558213462378789937e-01,-1.573141358706568482e+01
1.571410056909665620e-01,-1.577466232450592365e+01
1.562863084164064220e-01,-1.573728487377124807e+01
1.563471787892352360e-01,-1.576436174024730619e+01
1.564444663128946311e-01,-1.572571195386802323e+01
1.556886851089157586e-01,-1.574769813317674583e+01
1.567995746075926677e-01,-1.578535510366709715e+01
1.559092567657143491e-01,-1.576799558697010895e+01
1.559382969910712013e-01,-1.577565505576701277e+01
1.555484880873039821e-01,-1.573782536829888912e+01
1.564445565007054340e-01,-1.573029194289972743e+01
1.577345042535763242e-01,-1.573763212236476505e+01
1.560376800475006820e-01,-1.575347882791331600e+01
1.557544781904457998e-01,-1.571428091046382391e+01
1.588811232495721537e-01,-1.576561228242575119e+01
1.565576304162692445e-01,-1.577124664682449051e+01
1.568659058278951968e-01,-1.578372356403633070e+01
1.556195352950843214e-01,-1.571962708551814991e+01
1.563783235043327835e-01,-1.575041985227646002e+01
1.565779419672133910e-01,-1.572662249255085953e+01
1.563122851014804027e-01,-1.577359214794115871e+01
1.569497718646774009e-01,-1.575410440481622487e+01
1.575654281527505696e-01,-1.575699383234903372e+01
1.565710243276165758e-01,-1.576463399553809097e+01
1.557009806163473786e-01,-1.570365476462881560e+01
1.558262206752410173e-01,-1.577027540824832208e+01
1.568919489575673898e-01,-1.576233274717444210e+01
1.554777992582006552e-01,-1.571761188584273405e+01
1.553519467505393714e-01,-1.576818463500451983e+01
1.562061939414192413e-01,-1.576312939472054708e+01
1.550549160588822750e-01,-1.577068783600529933e+01
1.558644193230545871e-01,-1.572355517265925862e+01
1.572659309098509983e-01,-1.578756302067200323e+01
1.557500549662145239e-01,-1.566787440834726475e+01
1.574847031849704315e-01,-1.574946324075859216e+01
1.573526200985713164e-01,-1.575225231917954893e+01
1.571874870644307809e-01,-1.581711351802837306e+01
1.564589753587173060e-01,-1.575171728314712993e+01
1.582306697170910437e-01,-1.577974245749787308e+01
1.559836132273357268e-01,-1.578921066666487505e+01
1.582231478458066831e-01,-1.576039786582011892e+01
1.567050018484306972e-01,-1.575144523247654327e+01
1.560875365772327050e-01,-1.573179710235882744e+01
1.561240444919549941e-01,-1.572627534269479632e+01
1.557278096593432415e-01,-1.577438522687761768e+01
1.573713567352538478e-01,-1.572846907911917214e+01
1.590873782833297501e-01,-1.578410344237203944e+01
1.567544471488530877e-01,-1.578643014080038576e+01
1.555889554018111687e-01,-1.578280076911692120e+01
1.571667031761091737e-01,-1.577654058278718274e+01
1.557930320680324665e-01,-1.574330609273948411e+01
1.561091555833843958e-01,-1.571325554025958660e+01
1.574116696589920594e-01,-1.575055067947568688e+01
1.552725715844225640e-01,-1.574352210454081202e+01
1.556139488779633984e-01,-1.572366391626613868e+01
1.559311426863008165e-01,-1.579041483779518984e+01
1.567895703592001866e-01,-1.572586462846939526e+01
1.575654427666093871e-01,-1.574282733264633194e+01
1.574629927729816470e-01,-1.573671396078855622e+01
1.571293966189093172e-01,-1.576797701760624193e+01
1.568775295380644696e-01,-1.571867800717183528e+01
1.568789015935932729e-01,-1.575664630050887638e+01
1.550902500494172054e-01,-1.571371774610344474e+01
1.558095068854225274e-01,-1.574082550724956953e+01
1.562708210415302834e-01,-1.574350869024004318e+01
1.567235252042060434e-01,-1.574957586011741917e+01
1.560234733987016509e-01,-1.576598933255223756e+01
1.559167776757935109e-01,-1.572710721538878254e+01
1.557729081202644805e-01,-1.570723823935565910e+01
1.558297036514329215e-01,-1.576201086099192672e+01
1.563771571343798572e-01,-1.573911120157698207e+01
1.568846070987389429e-01,-1.576749262461299317e+01
1.559333903584686487e-01,-1.575824709673781499e+01
1.558309251230904635e-01,-1.573855376666353223e+01
1.557019990817996857e-01,-1.574703475058143987e+01
1.572845823216847405e-01,-1.573866820674673228e+01
1.570391304294838641e-01,-1.573427061913232450e+01
1.554912328175053204e-01,-1.577438064553910735e+01
1.568888600678320644e-01,-1.573337109420949176e+01
1.559732996416450523e-01,-1.574401308980089098e+01
1.559059413110009951e-01,-1.577593157765950238e+01
1.562335581953150920e-01,-1.578841964153403055e+01
1.556252826617404439e-01,-1.570903039934509060e+01
1.563002351305963489e-01,-1.571281728446486881e+01
1.559459285969040376e-01,-1.579647053735872753e+01
1.576599403168572888e-01,-1.576806491841626823e+01
1.554489348292509288e-01,-1.578056471955229334e+01
1.555112055715530683e-01,-1.573486079153471628e+01
1.565538877131840700e-01,-1.581338746043342880e+01
1.557145570778564470e-01,-1.568723189246618333e+01
1.559709185828577205e-01,-1.579451273149933677e+01
1.573215263039365042e-01,-1.574259584045732829e+01
1.565105615179442633e-01,-1.575581111866981310e+01
1.566944957350983325e-01,-1.577559386310029765e+01
1.558674048663483969e-01,-1.576062740428712949e+01
1.561169623423463437e-01,-1.571543197636145806e+01
1.551242865032232132e-01,-1.573218138549784761e+01
1.561578833588217474e-01,-1.574368111235517276e+01
1.566263983941771631e-01,-1.575543124057703182e+01
1.553556036804602247e-01,-1.571399082886512488e+01
1.567055583150226139e-01,-1.573226639555880801e+01
1.550924315048188284e-01,-1.578461833188205077e+01
1.561329949705124176e-01,-1.570175752425707394e+01
1.568002908898144254e-01,-1.573802058853824448e+01
1.557092037550736607e-01,-1.571241390027216767e+01
1.565399093470669911e-01,-1.578128222972394568e+01
1.580933887110075875e-01,-1.578336904762059767e+01
1.568235884558854543e-01,-1.577232303007463265e+01
1.557605505450089800e-01,-1.569988150993812326e+01
1.558833343474302913e-01,-1.571331697134085026e+01
1.551085772741851443e-01,-1.572488068311167630e+01
1.558561039021990058e-01,-1.575428550224683022e+01
1.560059188997962865e-01,-1.575121102496874492e+01
1.570479275105764461e-01,-1.575608946373224661e+01
1.559871864399333397e-01,-1.575349945756747871e+01
1.556491797376742259e-01,-1.571994575385491011e+01
1.551063913164195396e-01,-1.571130070222721642e+01
1.568598081325398297e-01,-1.575874000356211191e+01
1.587114504343911103e-01,-1.578313893163430492e+01
1.551984522525120536e-01,-1.574116999402814976e+01
1.554557331418364441e-01,-1.574836402162109295e+01
1.567521712037857340e-01,-1.576295113347492105e+01
1.583692383996355979e-01,-1.575912808560615908e+01
1.562755366752201502e-01,-1.576455686895743824e+01
1.561387086012070713e-01,-1.574619534160284040e+01
1.581880951907116972e-01,-1.573609073197576258e+01
1.563539308616658796e-01,-1.574801991117341871e+01
1.572176168636366111e-01,-1.574506505883065799e+01
1.550547347304323809e-01,-1.571476283731961132e+01
1.566253267155662543e-01,-1.575984778902196126e+01
1.566168954613993414e-01,-1.578654498174583942e+01
1.556089610764110343e-01,-1.574281869236450682e+01
1.561857202406858602e-01,-1.573609719640355920e+01
1.551399786140469916e-01,-1.575198211957767747e+01
1.576488718254716870e-01,-1.573745226474462733e+01
1.562050299901217576e-01,-1.575754485940944427e+01
1.560211771503908773e-01,-1.570191528535893255e+01
1.551722896458368750e-01,-1.575182196233321008e+01
1.562491638269931649e-01,-1.577523733891950464e+01
1.565707548400859517e-01,-1.572784573273570530e+01
1.580572040107981191e-01,-1.575975921535175317e+01
1.555283831893231328e-01,-1.573497252635997867e+01
1.573088910366541027e-01,-1.572245684833153412e+01
1.567970507085964527e-01,-1.576575995366193972e+01
1.557929451917833830e-01,-1.570894458868310650e+01
1.551501791855235957e-01,-1.576234035095140307e+01
1.563746519618953168e-01,-1.575270917912077806e+01
1.550828774766143670e-01,-1.569939981335882884e+01
1.550299879229909972e-01,-1.569746657922119759e+01
1.554868541382886937e-01,-1.571831333854879631e+01
1.570657346359285167e-01,-1.576071403265174631e+01
1.562710833433047508e-01,-1.573761529761565825e+01
1.554861738610338606e-01,-1.571968507961933348e+01
1.565385625244636036e-01,-1.573301241052170774e+01
1.552335869676273183e-01,-1.574089656016055017e+01
1.550283745612140995e-01,-1.575350221662262307e+01
1.571797937028185654e-01,-1.577750759898384381e+01
1.591755689852687727e-01,-1.577364103435927767e+01
1.569799432845096765e-01,-1.574884777053600793e+01
1.562558746235194751e-01,-1.574079567568651328e+01
1.563444767355763043e-01,-1.574600550049189351e+01
1.561359605258698380e-01,-1.573678223647245389e+01
1.558716244677299523e-01,-1.575280516691297272e+01
1.559155010582769230e-01,-1.577687208926048434e+01
1.572987053000589608e-01,-1.573298966309742397e+01
1.564752251805043848e-01,-1.572379557524952709e+01
1.570204437320798785e-01,-1.574603012178467942e+01
1.565448655190517235e-01,-1.571925718457459098e+01
1.572567105346260041e-01,-1.573484022225501455e+01
1.560499566682237438e-01,-1.576672826540274741e+01
1.563311425458264459e-01,-1.573849256311317291e+01
1.556598015783910438e-01,-1.573327547007462357e+01
1.571528498990464318e-01,-1.574396777253694069e+01
1.552280909559562716e-01,-1.571519081633181081e+01
1.556977055638006369e-01,-1.574027609079384682e+01
1.552816570773074278e-01,-1.575879216987619635e+01
1.562402505759289684e-01,-1.580834418956639631e+01
1.557530283830959317e-01,-1.572633493720704756e+01
1.550011987820512638e-01,-1.574993142341160102e+01
1.569567723415686289e-01,-1.578083997775572200e+01
1.574229489992058362e-01,-1.574348310578165133e+01
1.562629168425898885e-01,-1.572715225236927594e+01
1.552136138258430054e-01,-1.570438166559347692e+01
1.571164018495928294e-01,-1.575968389883815313e+01
1.579231842991696277e-01,-1.574183517727349546e+01
1.557023895414776649e-01,-1.572237420017315657e+01
1.565454402670545253e-01,-1.573548958164089484e+01
1.567620994151024960e-01,-1.572318333615962516e+01
1.566402981903417257e-01,-1.572890644291974560e+01
1.557819099691823972e-01,-1.572374937998716682e+01
1.579663344245601231e-01,-1.570028664442373589e+01
1.556301068720983838e-01,-1.575126496787792618e+01
1.551518713541437944e-01,-1.578618852880660306e+01
1.577422307778781896e-01,-1.574610207380348648e+01
1.556469051551709060e-01,-1.577323248938262523e+01
1.573963519583856108e-01,-1.576356024301561476e+01
1.561336493395164560e-01,-1.571365718002283707e+01
1.569225118203796121e-01,-1.574090637712857976e+01
1.553200126509159951e-01,-1.571547782389348313e+01
1.552779701188740924e-01,-1.572450139576416994e+01
1.565234769822387295e-01,-1.577587161415061523e+01
1.566555612920421392e-01,-1.570974824291654848e+01
1.562868575956446460e-01,-1.573524298763617324e+01
1.561160152857526962e-01,-1.575804055307035512e+01
1.552989224917014910e-01,-1.573562806046030360e+01
1.558483319558217339e-01,-1.577434448333159089e+01
1.550069743695466906e-01,-1.571639752036947435e+01
1.570866383118594833e-01,-1.571689180092167604e+01
1.551057566213547012e-01,-1.570839785178574743e+01
1.572208692312855871e-01,-1.578178891413158169e+01
1.562766014110490986e-01,-1.579246119580694874e+01
1.557800601246634165e-01,-1.577421080906378492e+01
1.556296207027121348e-01,-1.570719755239200488e+01
1.552264656361038442e-01,-1.577765618123530622e+01
1.558901204062765888e-01,-1.576079199873555403e+01
1.561750847638425921e-01,-1.576449616224489070e+01
1.554270198436601413e-01,-1.573523117552699802e+01
1.550152663814864384e-01,-1.576298124125199429e+01
1.564588879900430940e-01,-1.576785190518616275e+01
1.569787540060734177e-01,-1.571778671257970039e+01
1.568885967362197431e-01,-1.574481082743364979e+01
1.555438546914065800e-01,-1.573765261314574104e+01
1.552920292786417744e-01,-1.574987238438789205e+01
1.574064028837961760e-01,-1.573849069853587501e+01
1.555144339233007766e-01,-1.571842726530982048e+01
1.557474366470961713e-01,-1.572862415074489384e+01
1.560329742346816539e-01,-1.575278118259110549e+01
1.567499615499360899e-01,-1.572466448119453020e+01
1.555855241737914008e-01,-1.575071221121895171e+01
1.572704858270930761e-01,-1.573954273524102199e+01
1.574506064690754104e-01,-1.577854723224342592e+01
1.551381020354015428e-01,-1.572093395397554971e+01
1.574271316792555109e-01,-1.572987320428583580e+01
1.568751862631307115e-01,-1.581375646517243716e+01
1.550073042512447596e-01,-1.573063111652766821e+01
1.567395189099415609e-01,-1.576085516994732316e+01
1.550341646576405552e-01,-1.570291379198373605e+01
1.550846580551546450e-01,-1.569282605938951392e+01
1.583482365786064439e-01,-1.575349559431084678e+01
1.566747261473908359e-01,-1.579870676734590340e+01
1.561873631702327681e-01,-1.579389401988216868e+01
1.559504954467200166e-01,-1.572175745592684848e+01
1.565634499128964741e-01,-1.573393214892097447e+01
1.563952394699449355e-01,-1.573430614028246666e+01
1.567806231568776021e-01,-1.577458950341247856e+01
1.564464858296692185e-01,-1.577864192097597140e+01
1.561206786368558308e-01,-1.574757057327615684e+01
1.552768346215395723e-01,-1.571647629804950874e+01
1.561118884000364804e-01,-1.580254904056812038e+01
1.563432063349352030e-01,-1.570773634422210208e+01
1.553020706918055438e-01,-1.575716537454521315e+01
1.557274426451753513e-01,-1.576379472715966656e+01
1.568748642231394264e-01,-1.578397961807540817e+01
1.559938645379196354e-01,-1.574233468212751674e+01
1.565598150146699230e-01,-1.577817496639472417e+01
1.564161762825885260e-01,-1.572229107331654063e+01
1.554260467849485627e-01,-1.577707240367144870e+01
1.553457940942908067e-01,-1.576245401086173636e+01
1.561325118713822735e-01,-1.576824150999223662e+01
1.550378395646461738e-01,-1.572026012760390934e+01
1.573845349294794305e-01,-1.576605733728982628e+01
1.560941957946923586e-01,-1.579049729752743048e+01
1.555298398016826678e-01,-1.578202222642867092e+01
1.578018827445838712e-01,-1.577818857769314498e+01
1.555199518134273429e-01,-1.569803120654315443e+01
1.550568927570284139e-01,-1.571473847536591784e+01
1.557550690040968300e-01,-1.575511279225422356e+01
1.565155677012167457e-01,-1.577009892743982178e+01
1.566124778601510059e-01,-1.576780788669773692e+01
1.561899347877569455e-01,-1.579050685507621488e+01
1.560575334879123199e-01,-1.577188310649514413e+01
1.560018542843567002e-01,-1.576729106760893018e+01
1.566573357249778087e-01,-1.571816333569361213e+01
1.564210356088862330e-01,-1.574476291074008039e+01
1.561009172981112358e-01,-1.577439162550524365e+01
1.550308138475847142e-01,-1.575168993162656683e+01
1.551265142115530737e-01,-1.571993941673508388e+01
1.566638981042229872e-01,-1.577434634422391646e+01
1.566360058983127801e-01,-1.571976664713669436e+01
1.561227168760260242e-01,-1.578742638749054095e+01
1.561531008630037132e-01,-1.574928668044308111e+01
1.564114598154338898e-01,-1.574001753864593667e+01
1.557574898632756166e-01,-1.573545308071531146e+01
1.554450932083128178e-01,-1.576856219821881311e+01
1.559798377719576190e-01,-1.571267917362932387e+01
1.575175961491555587e-01,-1.575921862959305919e+01
1.552034855547125003e-01,-1.572555713996523608e+01
1.571573694591579251e-01,-1.574046445083353518e+01
1.565309219927019102e-01,-1.577882179563698273e+01
1.564456249641734686e-01,-1.572945513881309054e+01
1.560821525131998455e-01,-1.575829243732821539e+01
1.560244463984417906e-01,-1.578400803178699974e+01
1.566586165958872845e-01,-1.578057848829159227e+01
1.555716909770425427e-01,-1.571706064627792543e+01
1.560096926029949926e-01,-1.576366994389957377e+01
1.574586966883383399e-01,-1.573443080638318214e+01
1.552804725155226273e-01,-1.575432945080954816e+01
1.561628975770801286e-01,-1.575584678238561054e+01
1.553784680650844574e-01,-1.572006927748027216e+01
1.557689378845659722e-01,-1.577861039969770118e+01
1.575862272653942020e-01,-1.578147670250644197e+01
1.561266280907161741e-01,-1.577096121586930799e+01
1.560181492587758567e-01,-1.574516606156770848e+01
1.569019936240819979e-01,-1.578319471737445312e+01
1.553995127713194424e-01,-1.576171452814249818e+01
1.563013100898922592e-01,-1.576404703817190622e+01
1.555104616182157173e-01,-1.575896441849542207e+01
1.564106241492470017e-01,-1.576868903106408126e+01
1.577604096175033721e-01,-1.579455054797621472e+01
1.560455431398447834e-01,-1.576728769163901234e+01
1.555360122034849524e-01,-1.572107494405700834e+01
1.563355093704591470e-01,-1.577507444291054028e+01
1.581475778092657214e-01,-1.577549793539164469e+01
1.557983085248612620e-01,-1.574450325820515317e+01
1.551171381422206674e-01,-1.568215534552859403e+01
1.567679692387501378e-01,-1.571194537314984530e+01
1.566108418704727223e-01,-1.579360219508678931e+01
1.562576231415574446e-01,-1.573289223846723495e+01
1.563505134385346496e-01,-1.577402837320106244e+01
1.551667286190982764e-01,-1.572359780765215476e+01
1.558628948286549798e-01,-1.578372568274246568e+01
1.573614051576854578e-01,-1.578812058465146428e+01
1.551851574555984381e-01,-1.574514899960202108e+01
1.555895059991564688e-01,-1.571919838337637287e+01
1.553429045101539507e-01,-1.571178872713042196e+01
1.550011601757039781e-01,-1.575172440482266900e+01
1.555871455085815480e-01,-1.575013547991948926e+01
1.558063769459481773e-01,-1.575115548590251713e+01
1.551240774930931765e-01,-1.574511295921967857e+01
1.556226533563415948e-01,-1.570930411906145352e+01
1.565003139222095607e-01,-1.577432638839707302e+01
1.576097743456298106e-01,-1.573139076381628243e+01
1.557527844656483029e-01,-1.578278623801382352e+01
1.574519504507698731e-01,-1.574616854164964685e+01
1.573050365099863401e-01,-1.575355277701345003e+01
1.571957929939961640e-01,-1.576668921146063518e+01
1.551307699039618238e-01,-1.576626108297521611e+01
1.560794962414825959e-01,-1.576906461931746151e+01
1.562616263443825648e-01,-1.575090673041813361e+01
1.555931743564874514e-01,-1.573326732712671294e+01
1.588021742540770831e-01,-1.580637400149703886e+01
1.563525435712876110e-01,-1.577496011889171967e+01
1.557461363086231065e-01,-1.572926400242968370e+01
1.568630769883958553e-01,-1.571034376986015069e+01
1.552841477329373054e-01,-1.577743513190118207e+01
1.558083388370953837e-01,-1.573227135360584050e+01
1.574853460813028516e-01,-1.575769532888801727e+01
1.565474089375160360e-01,-1.572982979463954933e+01
1.574680089460363808e-01,-1.577606513494328766e+01
1.575339032995550503e-01,-1.572715674756530291e+01
1.564476421648113846e-01,-1.577006855320175482e+01
1.562468470836173573e-01,-1.574303354903372920e+01
1.555181924342270705e-01,-1.577275263474406408e+01
1.553058733714097195e-01,-1.575150070504676592e+01
1.577130782353747540e-01,-1.579724685003137630e+01
1.558976669069562782e-01,-1.577882002434174957e+01
1.567913742388059306e-01,-1.575441963383912380e+01
1.561905638584604739e-01,-1.571344898240390897e+01
1.555156918900753860e-01,-1.573504736441649854e+01
1.561383049533779099e-01,-1.577700978816926281e+01
1.565276169409888229e-01,-1.580807960074521823e+01
1.577494284797661961e-01,-1.580440352113318347e+01
1.565285039237147846e-01,-1.574753721189527056e+01
1.560586249897140676e-01,-1.572992720708789172e+01
1.554348474987939654e-01,-1.577060454198118578e+01
1.559303081762515031e-01,-1.579395380823119055e+01
1.555989980987896315e-01,-1.572527619898925089e+01
1.567634061406907864e-01,-1.577048709859412057e+01
1.591098819101450235e-01,-1.576567193634545916e+01
1.550165817808609181e-01,-1.572532651055177055e+01
1.561547030355029675e-01,-1.579388660206308614e+01
1.553395097613631815e-01,-1.577434282699217505e+01
1.568208946518032110e-01,-1.575524814979201338e+01
1.567042961921701894e-01,-1.579839237648966410e+01
1.560932358600755354e-01,-1.575816390055041261e+01
1.562805364428349886e-01,-1.574985353547490163e+01
1.555786032186005641e-01,-1.571688303793673569e+01
1.567414268032700508e-01,-1.574282111012139396e+01
1.562642341987816041e-01,-1.576442170744833682e+01
1.589166218459885094e-01,-1.576423596951136474e+01
1.579630982548342055e-01,-1.579387975738926642e+01
1.562763843907805372e-01,-1.576693625348189443e+01
1.561327660957167185e-01,-1.573834422507154684e+01
1.575705233242118974e-01,-1.580184801147823848e+01
1.553891004700405920e-01,-1.574421121273241120e+01
1.550384344266904912e-01,-1.567900167339498019e+01
1.552613800573801883e-01,-1.576181101255387063e+01
1.575728972747970080e-01,-1.578377385102314179e+01
1.551408548754761585e-01,-1.573931135288600380e+01
1.566715427532678895e-01,-1.579213154148354192e+01
1.560179062013209161e-01,-1.571617434235133004e+01
1.562233935054821721e-01,-1.572169237125000762e+01
1.563793005292279104e-01,-1.579237812348547187e+01
1.565053983312445773e-01,-1.576121838132642061e+01
1.554026988744524052e-01,-1.577989229131942395e+01
1.551536972781130674e-01,-1.575442204838997284e+01
1.568348726552045436e-01,-1.573895831801165102e+01
1.565153009889827807e-01,-1.577639783203442825e+01
1.574453588420327566e-01,-1.576400822592723472e+01
1.561162383727783265e-01,-1.574283811462003513e+01
1.559271240015095428e-01,-1.572516526654923297e+01
1.551016212535334116e-01,-1.572104963035519809e+01
1.575220048834983233e-01,-1.574468218006120601e+01
1.565277488499317859e-01,-1.574099395729458095e+01
1.551358808089209618e-01,-1.573720407972856705e+01
1.557616474339179602e-01,-1.570719123338462353e+01
1.561466483250264770e-01,-1.572591905362074094e+01
1.553736653386865729e-01,-1.577657130352914017e+01
1.603291399641105230e-01,-1.579645310842048467e+01
1.556116342518172602e-01,-1.573208377432078642e+01
1.563357452064997044e-01,-1.573463428617352378e+01
1.563252580793819402e-01,-1.574377111419111586e+01
1.559193733586168862e-01,-1.577251478457706924e+01
1.555326823296743211e-01,-1.576295536860268953e+01
1.551507940460528090e-01,-1.574162791266008732e+01
1.587461426321321867e-01,-1.578067975175261139e+01
1.588168002381651900e-01,-1.579652405754466571e+01
1.565919081678519009e-01,-1.575936692331029931e+01
1.557867580773384386e-01,-1.572225281958137444e+01
1.557851873080634553e-01,-1.574138963954217196e+01
1.589250782265398398e-01,-1.576173234462965489e+01
1.552307260688314539e-01,-1.574030441716807971e+01
1.584883570743435555e-01,-1.571994232083376097e+01
1.571318995511383210e-01,-1.571901975420364650e+01
1.566224992232190527e-01,-1.571809182465465327e+01
1.572335234749698274e-01,-1.574344286297669449e+01
1.569338581226746021e-01,-1.572132695383549184e+01
1.555238946820520496e-01,-1.572931908709481696e+01
1.563862055274470031e-01,-1.575201689382822501e+01
1.570521664996807898e-01,-1.579284733196128698e+01
1.554181165331749992e-01,-1.574367371345570454e+01
1.575967048454052499e-01,-1.576294224134368882e+01
1.568041256439817177e-01,-1.569914596880608570e+01
1.553979989475095524e-01,-1.570818762776196031e+01
1.564057766731821453e-01,-1.572436613442605413e+01
1.550389867767453245e-01,-1.574136165729108505e+01
1.606705603562648965e-01,-1.577748863338110219e+01
