1.557440209812933629e-01,-1.578711732727202843e+01
1.558865404415223088e-01,-1.571627475235636240e+01
1.570387690126383573e-01,-1.579282118847672756e+01
1.565817442057756970e-01,-1.572776456072780249e+01
1.582148433532631904e-01,-1.573784162219918592e+01
1.560621774072097623e-01,-1.578538229450447972e+01
1.557828435349827290e-01,-1.571974019189352489e+01
1.568514414356475262e-01,-1.577628513414371092e+01
1.564758936138103962e-01,-1.577224436652296369e+01
1.558359530866543219e-01,-1.572490015643002081e+01
1.551006273915397637e-01,-1.576797052426209156e+01
1.557618267084351360e-01,-1.573904986609792012e+01
1.571337223932406379e-01,-1.578827788983032754e+01
1.550882600371250308e-01,-1.572058128973450764e+01
1.558678899580866473e-01,-1.571333700851179493e+01
1.555627674780353242e-01,-1.573945208397012507e+01
1.560068555644881227e-01,-1.574763777618476190e+01
1.557750161074152873e-01,-1.574697621373266543e+01
1.559681067691139345e-01,-1.575094204083180927e+01
1.565022915668845827e-01,-1.575731502365376890e+01
1.558941732424111160e-01,-1.575859393986756452e+01
1.557449266986081216e-01,-1.573815932071413570e+01
1.561551239502120825e-01,-1.571951518807912684e+01
1.564255444749274859e-01,-1.573596923583850860e+01
1.553446742005539782e-01,-1.573942136908951284e+01
1.553638829258416898e-01,-1.573617814850756957e+01
1.580556071528087803e-01,-1.574288110906851657e+01
1.559979049378372729e-01,-1.574790989369771133e+01
1.564927501828726752e-01,-1.575683364010028775e+01
1.561413313294421623e-01,-1.576050273307850880e+01
1.564323274064550184e-01,-1.576907813799399882e+01
1.553342006748587856e-01,-1.572659478898676255e+01
1.555511935444659488e-01,-1.572348376531987668e+01
1.554392363660931642e-01,-1.570120797378081079e+01
1.600950017199856412e-01,-1.574609689521151168e+01
1.554549399454161485e-01,-1.572389275415698862e+01
1.561397942589495824e-01,-1.574647995033737580e+01
1.553358439465394036e-01,-1.570459119984755780e+01
1.557412732857453019e-01,-1.572482824607488716e+01
1.561323923857399765e-01,-1.577756402386966528e+01
1.551599766554435378e-01,-1.572264495754692248e+01
1.570192142633049792e-01,-1.574847957903125817e+01
1.555529715727416162e-01,-1.571970402434194725e+01
1.566632798255477022e-01,-1.577318797968492348e+01
1.557364467551569653e-01,-1.574744174526213314e+01
1.566881599348926013e-01,-1.577118608775564113e+01
1.554034075835343809e-01,-1.579360195266085398e+01
1.552133368833206739e-01,-1.569199175172192717e+01
1.557707238254487370e-01,-1.574064594895908620e+01
1.553492686535890843e-01,-1.573094674528919867e+01
1.558448871345468334e-01,-1.579170432683181069e+01
1.558334945442428343e-01,-1.572397595707079176e+01
1.572066181982565980e-01,-1.581208121595992822e+01
1.555951173409913235e-01,-1.572637274403596663e+01
1.552742729413924827e-01,-1.576370855899674339e+01
1.573410905837652474e-01,-1.577396060990089666e+01
1.566634799141877477e-01,-1.575491762027896847e+01
1.564926005343224014e-01,-1.572834969785772330e+01
1.554911751564304889e-01,-1.574214180912798078e+01
1.570334596105270319e-01,-1.575001177824314169e+01
1.550210467005983250e-01,-1.573083474056699060e+01
1.561192168318690787e-01,-1.576940258392717098e+01
1.562215743887060415e-01,-1.578088076435821208e+01
1.571555042554582393e-01,-1.573756726244459614e+01
1.556132624926811203e-01,-1.575526434550573462e+01
1.570634340589135980e-01,-1.581156553070255555e+01
1.568936983790903128e-01,-1.573942607554470818e+01
1.570543257041743523e-01,-1.575415124056653937e+01
1.557354120581993240e-01,-1.578756677627677441e+01
1.558874821243698694e-01,-1.578480286636191110e+01
1.550706893421336940e-01,-1.576669074129130621e+01
1.559984597909300497e-01,-1.575799907479119710e+01
1.557232553203720116e-01,-1.579012011679341043e+01
1.550951898688162356e-01,-1.574656332617532684e+01
1.563580881484945284e-01,-1.582108053942056003e+01
1.559260087993624422e-01,-1.573634948839325887e+01
1.557906376260399517e-01,-1.574526505585230041e+01
1.554236357064252838e-01,-1.574333854046931513e+01
1.582318116253041140e-01,-1.576401124517105146e+01
1.572641566977106276e-01,-1.576560989226924292e+01
1.554384591585311337e-01,-1.573322597374917819e+01
1.557233950832495328e-01,-1.574097759024560617e+01
1.555308081738677739e-01,-1.574993393075437353e+01
1.557584087535709705e-01,-1.571549928097698867e+01
1.563335055620277969e-01,-1.577361208143531890e+01
1.558670142175535289e-01,-1.575793866320149661e+01
1.550934184360908130e-01,-1.572578860386056476e+01
1.560481030815295822e-01,-1.573404936693179579e+01
1.562739902523512248e-01,-1.577734719910279892e+01
1.557762105571207367e-01,-1.576335835386685424e+01
1.559574957721796551e-01,-1.579145373526286100e+01
1.563092176846285764e-01,-1.574138040762874269e+01
1.556561625339929755e-01,-1.577734328057379543e+01
1.566160953122305022e-01,-1.573831294225497324e+01
1.553636076689768053e-01,-1.576009106721649999e+01
1.552065021146941670e-01,-1.573396643604645107e+01
1.577819618720971151e-01,-1.576454670371179567e+01
1.588303650973831305e-01,-1.576512726939760256e+01
1.565634012636905326e-01,-1.576360281199555757e+01
1.552378130590481020e-01,-1.577024364517836297e+01
1.562036941974621618e-01,-1.580294839427296516e+01
1.576577772473245764e-01,-1.577191054878913157e+01
1.551035610141762999e-01,-1.575029859377653274e+01
1.557249455837086127e-01,-1.571406852035232049e+01
1.574773634968456293e-01,-1.577431016818094101e+01
1.556426474678263561e-01,-1.572002465915413438e+01
1.565347423317935416e-01,-1.573918409110697070e+01
1.551353406374856858e-01,-1.573240147302977121e+01
1.577002344660653754e-01,-1.576927826852478809e+01
1.550606727120746597e-01,-1.572744584229815423e+01
1.555032269457432559e-01,-1.577050856682189384e+01
1.573579416347923587e-01,-1.577219873778577153e+01
1.555966600877334016e-01,-1.573598977537442956e+01
1.576124656033502658e-01,-1.576328838051492376e+01
1.575198788080928447e-01,-1.574219453154873349e+01
1.569611151461047516e-01,-1.572813827313178159e+01
1.555812580202468320e-01,-1.576349330995237175e+01
1.558221353028637346e-01,-1.578203217296456806e+01
1.582446642345597398e-01,-1.573432033942486719e+01
1.562688624588685626e-01,-1.577001946742924154e+01
1.560101595413311004e-01,-1.572114729954741641e+01
1.558583123325234521e-01,-1.575279131694810708e+01
1.562336992287162996e-01,-1.572599396281304607e+01
1.555545369974526138e-01,-1.575989500958438150e+01
1.557635692453169796e-01,-1.573641504128149293e+01
1.561499073417752237e-01,-1.572003318857918686e+01
1.570939901237436986e-01,-1.574737980329356191e+01
1.562917691415690591e-01,-1.576072235745841255e+01
1.576301624299172588e-01,-1.578067857197770785e+01
1.550063890299319125e-01,-1.572615334619256444e+01
1.560037225421817553e-01,-1.579678652725206867e+01
1.571066788009401471e-01,-1.571102519236833217e+01
1.572377054166997912e-01,-1.571928127574282463e+01
1.558113833920576341e-01,-1.570700730274927714e+01
1.555101325633686249e-01,-1.573495712110202938e+01
1.550334328828487929e-01,-1.577696934989207556e+01
1.552617472935838017e-01,-1.571907095233092200e+01
1.554226091659510200e-01,-1.572935492085783160e+01
1.551920891868134589e-01,-1.576978727248406287e+01
1.572934142167911054e-01,-1.578505559225395238e+01
1.565458525033155968e-01,-1.576616247225333822e+01
1.551468127389840634e-01,-1.573956269028592558e+01
1.561522836622384613e-01,-1.575758395894967556e+01
1.562044366121656813e-01,-1.577378207965668366e+01
1.552199913716264812e-01,-1.578381097245816633e+01
1.551758270076446233e-01,-1.572748579247320677e+01
1.564579840357705476e-01,-1.577512388481263450e+01
1.553616327015039100e-01,-1.572803993247772780e+01
1.574610903779505300e-01,-1.572793070888094036e+01
